FID,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,Join_Cou_2,TARGET_F_2,YDBH,DWJD,DWWD,HG,AS2,PB,CD,CR,NI,ph,CEC,JHXYJZL,ECA,EMG,ENA,EK,SRXYZL,DDL,OM,TN,TP,TK,AP,SK,AK,AS1,ASI,AFE,AMN,ACU,AZN,AB,AMO,TRRZPJZ,sand,silt,clay,TRZD,SBName,SGrt_JZg,YL,TS,SSpe_JZg,XZQDM,行政区名称,行政区,BSM,YSDM,TBYBH,TBBH,dlbm,二级地类,ZLDWDM,ZLDWMC,面积,GZCHD,一级地类
19,1,19,1,19,1,19,4109280102000430,114.937021999999999,35.686321999999997,0.034000000000000,18.899999999999999,21.899999999999999,0.180000000000000,72.099999999999994,21.899999999999999,8.550000000000001,13.500000000000000,10.800000000000001,7.080000000000000,3.300000000000000,0.130000000000000,0.290000000000000,0.792000000000000,0.165000000000000,17.2,1.110000000000000,1.020000000000000,20.600000000000001,16.899999999999999,1113.000000000000000,136.000000000000000,7.380000000000000,0.000000000000000,13.199999999999999,21.699999999999999,1.490000000000000,0.990000000000000,0.530000000000000,0.158000000000000,1.340000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_脱潮土_脱潮壤土_脱潮小两合土,潮土,脱潮土,脱潮壤土,脱潮小两合土,410928111,新习镇,经开区,410928211000262262,2001010100, ,454,0102,水浇地,4109281112000000000,新习镇后河村,20,20,
20,1,20,1,20,1,20,4109280102000630,114.900409999999994,35.646987000000003,0.020000000000000,19.800000000000001,17.100000000000001,0.140000000000000,64.700000000000003,17.100000000000001,8.810000000000000,8.270000000000000,6.860000000000000,4.270000000000000,2.340000000000000,0.100000000000000,0.140000000000000,0.495000000000000,0.106000000000000,9.72,0.670000000000000,0.840000000000000,18.000000000000000,31.000000000000000,624.000000000000000,47.000000000000000,3.640000000000000,0.000000000000000,17.000000000000000,10.800000000000001,0.710000000000000,1.900000000000000,0.510000000000000,0.167000000000000,1.430000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_典型潮土_石灰性潮砂土_砂质潮土,潮土,典型潮土,石灰性潮砂土,砂质潮土,410928111,新习镇,经开区,410928211000033037,2001010100, ,17,0102,水浇地,4109281112340000000,新习镇后寨村,21,21,
21,1,21,1,21,1,21,4109280102000113,114.945076999999998,35.684317999999998,0.053000000000000,16.500000000000000,19.800000000000001,0.180000000000000,38.000000000000000,19.800000000000001,8.520000000000000,12.000000000000000,9.240000000000000,5.980000000000000,2.830000000000000,0.150000000000000,0.280000000000000,0.719000000000000,0.181000000000000,16,1.100000000000000,1.130000000000000,19.199999999999999,14.400000000000000,1173.000000000000000,122.000000000000000,8.199999999999999,0.000000000000000,14.800000000000001,22.699999999999999,1.790000000000000,2.100000000000000,0.620000000000000,0.119000000000000,1.270000000000000,81.599999999999994,9.800000000000001,8.500000000000000,砂质壤土,潮土_脱潮土_脱潮壤土_脱潮小两合土,潮土,脱潮土,脱潮壤土,脱潮小两合土,410928111,新习镇,经开区,410928211000262285,2001010100, ,255,0102,水浇地,4109281112020000000,新习镇东别寨村,22,22,
22,1,22,1,22,1,22,4109280102000227,114.908671999999996,35.594717000000003,0.023000000000000,9.730000000000000,19.800000000000001,0.150000000000000,64.500000000000000,19.800000000000001,8.720000000000001,11.199999999999999,10.600000000000000,6.630000000000000,3.490000000000000,0.260000000000000,0.230000000000000,0.719000000000000,0.155000000000000,10.3,0.740000000000000,0.890000000000000,18.500000000000000,19.600000000000001,725.000000000000000,69.099999999999994,4.440000000000000,0.000000000000000,9.460000000000001,18.699999999999999,1.130000000000000,1.030000000000000,0.420000000000000,0.078000000000000,1.580000000000000,93.000000000000000,2.000000000000000,4.900000000000000,砂土及壤质砂土,潮土_典型潮土_石灰性潮砂土_砂质潮土,潮土,典型潮土,石灰性潮砂土,砂质潮土,410928111,新习镇,经开区,410928211000244296,2001010100,5104,155,0102,水浇地,4109281112300000000,新习镇大韩村,23,23,
23,1,23,1,23,1,23,4109280102000521,114.914150000000006,35.617823000000001,0.038000000000000,9.500000000000000,16.600000000000001,0.140000000000000,56.100000000000001,16.600000000000001,8.760000000000000,9.949999999999999,7.880000000000000,4.370000000000000,2.980000000000000,0.180000000000000,0.350000000000000,0.718000000000000,0.140000000000000,12.3,0.830000000000000,0.850000000000000,18.199999999999999,9.320000000000000,881.000000000000000,136.000000000000000,6.670000000000000,0.000000000000000,9.470000000000001,16.000000000000000,1.200000000000000,1.000000000000000,0.490000000000000,0.106000000000000,1.420000000000000,87.200000000000003,6.800000000000000,6.000000000000000,砂土及壤质砂土,潮土_典型潮土_石灰性潮壤土_腰砂小两合土,潮土,典型潮土,石灰性潮壤土,腰砂小两合土,410928111,新习镇,经开区,410928211000169900,2001010100, ,174,0102,水浇地,4109281112280000000,新习镇湾子村,24,24,
24,1,24,1,24,1,24,4109280102000182,114.888902000000002,35.623379999999997,0.024000000000000,11.900000000000000,16.100000000000001,0.140000000000000,53.600000000000001,16.100000000000001,8.470000000000001,9.080000000000000,8.560000000000000,6.230000000000000,1.940000000000000,0.100000000000000,0.300000000000000,0.566000000000000,0.174000000000000,14.4,1.000000000000000,0.880000000000000,17.699999999999999,18.199999999999999,717.000000000000000,92.799999999999997,4.490000000000000,0.000000000000000,12.800000000000001,20.699999999999999,0.870000000000000,0.900000000000000,0.520000000000000,0.062000000000000,1.530000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_脱潮土_脱潮壤土_脱潮小两合土,潮土,脱潮土,脱潮壤土,脱潮小两合土,410928111,新习镇,经开区,410928211000251436,2001010100,A8853,321,0102,水浇地,4109281112370000000,新习镇卢寨村,25,25,
25,1,25,1,25,1,25,4109280102000801,114.903684999999996,35.615392999999997,0.024000000000000,11.900000000000000,15.800000000000001,0.140000000000000,55.700000000000003,15.800000000000001,8.320000000000000,11.300000000000001,9.050000000000001,6.270000000000000,2.420000000000000,0.140000000000000,0.220000000000000,0.719000000000000,0.182000000000000,15.5,0.970000000000000,0.820000000000000,18.399999999999999,15.800000000000001,899.000000000000000,83.299999999999997,5.290000000000000,0.000000000000000,11.300000000000001,20.199999999999999,1.550000000000000,1.770000000000000,0.500000000000000,0.205000000000000,1.450000000000000,87.099999999999994,8.600000000000000,4.400000000000000,砂土及壤质砂土,潮土_典型潮土_石灰性潮壤土_腰砂小两合土,潮土,典型潮土,石灰性潮壤土,腰砂小两合土,410928111,新习镇,经开区,410928211000033024,2001010100,A9192/A9277,46,0102,水浇地,4109281112320000000,新习镇西范寨村,26,26,
26,1,26,1,26,1,26,4109280102000257,114.933792999999994,35.622117000000003,0.028000000000000,10.400000000000000,19.699999999999999,0.150000000000000,66.500000000000000,19.699999999999999,8.740000000000000,10.100000000000000,8.240000000000000,4.910000000000000,2.850000000000000,0.310000000000000,0.180000000000000,0.718000000000000,0.150000000000000,12,0.790000000000000,0.900000000000000,18.600000000000001,14.300000000000001,788.000000000000000,72.500000000000000,6.640000000000000,0.000000000000000,10.100000000000000,17.300000000000001,1.240000000000000,1.190000000000000,0.550000000000000,0.097000000000000,1.460000000000000,85.200000000000003,8.000000000000000,6.800000000000000,砂土及壤质砂土,潮土_盐化潮土_硫酸盐潮土_硫酸盐轻盐化潮土,潮土,盐化潮土,硫酸盐潮土,硫酸盐轻盐化潮土,410928111,新习镇,经开区,410928211000032739,2001010100, ,191,0102,水浇地,4109281112230000000,新习镇李凌平村,27,27,
27,1,27,1,27,1,27,4109280102000166,114.929703000000003,35.629303000000000,0.028000000000000,11.900000000000000,20.600000000000001,0.180000000000000,69.599999999999994,20.600000000000001,8.470000000000001,14.000000000000000,14.100000000000000,9.230000000000000,4.370000000000000,0.160000000000000,0.350000000000000,0.823000000000000,0.185000000000000,15.7,1.070000000000000,1.070000000000000,19.300000000000001,37.700000000000003,1023.000000000000000,107.000000000000000,10.400000000000000,0.000000000000000,14.800000000000001,27.000000000000000,3.940000000000000,5.430000000000000,0.590000000000000,0.147000000000000,1.350000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_典型潮土_石灰性潮壤土_腰砂小两合土,潮土,典型潮土,石灰性潮壤土,腰砂小两合土,410928111,新习镇,经开区,410928211000262357,2001010100,7335,442,0102,水浇地,4109281112230000000,新习镇李凌平村,28,28,
28,1,28,1,28,1,28,4109280102000784,114.992577999999995,35.675778000000001,0.034000000000000,21.699999999999999,27.500000000000000,0.280000000000000,91.200000000000003,27.500000000000000,8.590000000000000,23.600000000000001,17.000000000000000,10.199999999999999,6.270000000000000,0.700000000000000,0.580000000000000,1.330000000000000,0.228000000000000,30.9,1.980000000000000,1.280000000000000,24.000000000000000,34.600000000000001,1261.000000000000000,406.000000000000000,17.100000000000001,0.000000000000000,13.300000000000001,29.600000000000001,2.830000000000000,1.260000000000000,0.510000000000000,0.209000000000000,1.240000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_典型潮土_石灰性潮黏土_底砂淤土,潮土,典型潮土,石灰性潮黏土,底砂淤土,410928111,新习镇,经开区,410928211000262294,2001010100, ,206,0102,水浇地,4109281112070000000,新习镇火厢头村,29,29,
29,1,29,1,29,1,29,4109280102000291,114.961141999999995,35.675058000000000,0.038000000000000,15.600000000000000,18.899999999999999,0.130000000000000,65.299999999999997,18.899999999999999,8.560000000000000,10.900000000000000,10.800000000000001,7.280000000000000,2.950000000000000,0.140000000000000,0.400000000000000,0.699000000000000,0.155000000000000,12.7,0.870000000000000,0.970000000000000,19.399999999999999,23.800000000000001,1120.000000000000000,135.000000000000000,6.050000000000000,0.000000000000000,12.699999999999999,20.500000000000000,2.400000000000000,3.420000000000000,0.640000000000000,0.168000000000000,1.330000000000000,56.100000000000001,26.800000000000001,17.100000000000001,砂质黏壤土,潮土_脱潮土_脱潮壤土_脱潮底黏两合土,潮土,脱潮土,脱潮壤土,脱潮底黏两合土,410928111,新习镇,经开区,410928211000239410,2001010100,1733,405,0102,水浇地,4109281112060000000,新习镇小堤村,30,30,
30,1,30,1,30,1,30,4109280102000516,114.902793000000003,35.652410000000003,0.021000000000000,12.800000000000001,17.100000000000001,0.120000000000000,62.100000000000001,17.100000000000001,8.730000000000000,9.119999999999999,7.130000000000000,4.770000000000000,2.080000000000000,0.080000000000000,0.200000000000000,0.616000000000000,0.117000000000000,8.9,0.620000000000000,0.840000000000000,19.000000000000000,30.399999999999999,764.000000000000000,73.099999999999994,5.070000000000000,0.000000000000000,15.100000000000000,12.900000000000000,1.440000000000000,1.570000000000000,0.310000000000000,0.071000000000000,1.560000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,潮土_典型潮土_石灰性潮砂土_砂质潮土,潮土,典型潮土,石灰性潮砂土,砂质潮土,410928111,新习镇,经开区,410928211000170112,2001010100, ,131,0102,水浇地,4109281112430000000,新习镇西土垒头村,31,31,
